Combination,myPort,Risk
"('VZ', 'ENB', 'Visa', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'UL', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'TSMC', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'TOP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'SCB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'SAT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'PTT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'NVDA', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'MSFT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'META', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'KTB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'KBS', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'JPM', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'Cpaxt', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'BMWG', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'TISCO')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'PSEC')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'ORI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'O')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'KCE')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'ICHI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'HCA')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'CVX')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'AVGO', 'SIRI', 'AMZN')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('VZ', 'ENB', 'APPLE', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'AP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('VZ', 'ENB', 'ABBV', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'Visa', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'UL', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'TSMC', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'TOP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'SCB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'SAT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'PTT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'NVDA', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'MSFT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'META', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'KTB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'KBS', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'JPM', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'BMWG', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'TISCO')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'PSEC')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'ORI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'O')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'KCE')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'ICHI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'HCA')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'CVX')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'AVGO', 'SIRI', 'AMZN')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('UNH', 'ENB', 'APPLE', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'AP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('UNH', 'ENB', 'ABBV', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'Visa', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'UL', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'TSMC', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'TOP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'SCB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'SAT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'PTT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'NVDA', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'MSFT', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'META', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'KTB', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'KBS', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'JPM', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'Cpaxt', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'BMWG', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'TISCO')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'PSEC')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'ORI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'O')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'KCE')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'ICHI')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'HCA')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'CVX')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'AVGO', 'SIRI', 'AMZN')",[0.    0.486 0.289 0.225 0.   ],2.191749642
"('SAPPE', 'ENB', 'APPLE', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'AP', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('SAPPE', 'ENB', 'ABBV', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642
"('ENB', 'Visa', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'UL', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'TSMC', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'TOP', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'SCB', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'SAT', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'PTT', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'NVDA', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'MSFT', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'META', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'KTB', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'KBS', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'JPM', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'Cpaxt', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'BMWG', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'TISCO')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'PSEC')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'ORI')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'O')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'KCE')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'ICHI')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'HCA')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'CVX')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'AVGO', 'LH', 'SIRI', 'AMZN')",[0.486 0.289 0.    0.225 0.   ],2.191749642
"('ENB', 'APPLE', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'AP', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('ENB', 'ABBV', 'AVGO', 'LH', 'SIRI')",[0.486 0.    0.289 0.    0.225],2.191749642
"('VZ', 'ENB', 'AVGO', 'PSEC', 'ICHI')",[0.    0.338 0.319 0.157 0.186],2.270905515
"('UNH', 'ENB', 'AVGO', 'PSEC', 'ICHI')",[0.    0.338 0.319 0.157 0.186],2.270905515
"('SAPPE', 'ENB', 'AVGO', 'PSEC', 'ICHI')",[0.    0.338 0.319 0.157 0.186],2.270905515
"('ENB', 'AVGO', 'PSEC', 'ICHI', 'O')",[0.338 0.319 0.157 0.186 0.   ],2.270905515
"('ENB', 'AVGO', 'ORI', 'PSEC', 'ICHI')",[0.338 0.319 0.    0.157 0.186],2.270905515
"('ENB', 'AVGO', 'LH', 'PSEC', 'ICHI')",[0.338 0.319 0.    0.157 0.186],2.270905515
"('ENB', 'AVGO', 'CVX', 'PSEC', 'ICHI')",[0.338 0.319 0.    0.157 0.186],2.270905515
"('VZ', 'ENB', 'SCB', 'AVGO', 'ICHI')",[0.    0.453 0.069 0.325 0.153],2.27682548
"('UNH', 'ENB', 'SCB', 'AVGO', 'ICHI')",[0.    0.453 0.069 0.325 0.153],2.27682548
"('SAPPE', 'ENB', 'SCB', 'AVGO', 'ICHI')",[0.    0.453 0.069 0.325 0.153],2.27682548
"('ENB', 'SCB', 'Visa', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'TOP', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'NVDA', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'META', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'KBS', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'JPM', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'Cpaxt', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'BMWG', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'AVGO', 'ICHI', 'O')",[0.453 0.069 0.325 0.153 0.   ],2.27682548
"('ENB', 'SCB', 'APPLE', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'AP', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('ENB', 'SCB', 'ABBV', 'AVGO', 'ICHI')",[0.453 0.069 0.    0.325 0.153],2.27682548
"('VZ', 'ENB', 'Visa', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'UL', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'TSMC', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'TOP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'SAT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'PTT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'NVDA', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'MSFT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'META', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'KTB', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'KBS', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'JPM', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'Cpaxt', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'BMWG', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'AVGO', 'ICHI', 'O')",[0.    0.451 0.331 0.219 0.   ],2.280304517
"('VZ', 'ENB', 'APPLE', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'AP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('VZ', 'ENB', 'ABBV', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'Visa', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'UL', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'TSMC', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'TOP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'SAT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'PTT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'NVDA', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'MSFT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'META', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'KTB', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'KBS', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'JPM', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'BMWG', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'AVGO', 'ICHI', 'O')",[0.    0.451 0.331 0.219 0.   ],2.280304517
"('UNH', 'ENB', 'APPLE', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'AP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('UNH', 'ENB', 'ABBV', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'Visa', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'UL', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'TSMC', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'TOP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'SAT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'PTT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'NVDA', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'MSFT', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'META', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'KTB', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'KBS', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'JPM', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'Cpaxt', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'BMWG', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'AVGO', 'ICHI', 'O')",[0.    0.451 0.331 0.219 0.   ],2.280304517
"('SAPPE', 'ENB', 'APPLE', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'AP', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('SAPPE', 'ENB', 'ABBV', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'Visa', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'UL', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TSMC', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'TOP', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'SAT', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'PTT', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'HCA', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'CVX', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'NVDA', 'AVGO', 'AMZN', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'MSFT', 'AVGO', 'TISCO', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'MSFT', 'AVGO', 'ORI', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'MSFT', 'AVGO', 'LH', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
"('ENB', 'MSFT', 'AVGO', 'KCE', 'ICHI')",[0.451 0.    0.331 0.    0.219],2.280304517
