Combination,myPort,Risk
"('VZ', 'PTT', 'BMWG', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'BMWG', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'BMWG', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'BMWG', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'BMWG', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'APPLE', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'AP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'PTT', 'ABBV', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'Cpaxt', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'NVDA', 'APPLE', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Visa', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TSMC', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'TOP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'SAT', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'NVDA', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'META', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'KBS', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'JPM', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'Cpaxt', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'BMWG', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'APPLE', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'AP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'MSFT', 'ABBV', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'TOP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'NVDA', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'KBS', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'Cpaxt', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'BMWG', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'APPLE', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'AP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'META', 'ABBV', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'Visa', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TSMC', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'TOP', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'SAT', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'NVDA', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'MSFT', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'HCA')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'CVX')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'META', 'AVGO', 'AMZN')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'KBS', 'AVGO', 'ORI')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'KBS', 'AVGO', 'O')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'KBS', 'AVGO', 'LH')",[0.578 0.    0.    0.422 0.   ],2.706459579
"('VZ', 'KTB', 'KBS', 'AVGO', 'KCE')",[0.578 0.    0.    0.422 0.   ],2.706459579
